TIMESTAMP, DEVICE_MAC, ACTIONE:BD:F5:9A:D4,activate_led
2021-05-19T08:22:41.041Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:22:41.881Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:22:43.017Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:22:43.968Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:23:38.852Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:25:11.465Z,7C:9E:BD:F5:9A:D4,register
2021-05-19T08:25:40.286Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T08:44:47.159Z,7C:9E:BD:F5:9A:D4,register
2021-05-19T08:44:53.074Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:44:55.533Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:45:15.500Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:45:16.469Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:49:06.716Z,7C:9E:BD:F5:9A:D4,register
2021-05-19T08:49:15.189Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:49:15.747Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:50:51.667Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:50:52.347Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:51:45.997Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:51:47.658Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:52:58.026Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:52:59.396Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:54:38.046Z,7C:9E:BD:F5:9A:D4,register
2021-05-19T08:54:45.911Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:54:47.187Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:54:48.250Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:54:49.274Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:56:01.907Z,7C:9E:BD:F5:9A:D4,activate_led
