TIMESTAMP, DEVICE_MAC, ACTIONE:BD:F5:9A:D4,activate_led
2021-05-19T08:56:03.177Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:56:03.689Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:56:04.234Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:56:44.742Z,7C:9E:BD:F5:9A:D4,register
2021-05-19T08:56:48.434Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:56:49.297Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:58:34.241Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:58:35.057Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:58:46.257Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:58:46.769Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:58:48.020Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T08:58:48.690Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:01:03.518Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:01:03.892Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:01:05.839Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:01:07.041Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:01:09.573Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:01:10.952Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:01:21.370Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:01:23.220Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:02:31.503Z,7C:9E:BD:F5:9A:D4,register
2021-05-19T09:02:43.838Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:02:43.853Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:02:44.688Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:02:45.828Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:02:46.637Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:02:47.562Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:02:50.439Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:02:52.113Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:02:55.192Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:02:57.069Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:03:00.628Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:03:04.723Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:03:05.555Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:03:07.351Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:03:08.325Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:03:09.548Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:03:10.651Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:03:14.265Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:03:14.919Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:03:15.805Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:04:17.280Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:04:19.416Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:04:20.338Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:04:25.346Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:04:25.671Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:05:22.780Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:05:23.425Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:05:25.161Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:05:26.033Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:05:26.778Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:05:27.394Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:05:30.946Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:05:31.915Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:05:32.659Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:05:35.114Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:05:35.733Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:05:36.322Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:06:18.085Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:06:19.767Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:06:21.881Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:06:50.556Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:06:51.570Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:06:54.882Z,7C:9E:BD:F5:9A:D4,register
2021-05-19T09:06:57.456Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:06:58.279Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:07:00.837Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:07:02.688Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:10:40.786Z,7C:9E:BD:F5:9A:D4,register
2021-05-19T09:10:46.234Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:10:47.638Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:10:52.253Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:10:53.720Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:10:54.758Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:10:55.528Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:10:57.053Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:11:08.934Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:11:09.981Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:12:03.218Z,7C:9E:BD:F5:9A:D4,register
2021-05-19T09:12:14.589Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:12:21.213Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:12:22.341Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:12:25.021Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:15:10.933Z,7C:9E:BD:F5:9A:D4,register
2021-05-19T09:15:31.995Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:15:36.265Z,7C:9E:BD:F5:9A:D4,activate_led
2021-05-19T09:15:45.350Z,7C:9E:BD:F5:9A:D4,alarm
2021-05-19T09:15:54.885Z,7C:9E:BD:F5:9A:D4,alarm
